seq-opt-bjolp,2007,4,3,level_04_seed_003,3.36,292,33
seq-opt-bjolp,2007,2,8,level_02_seed_008,2.23,38,7
seq-opt-bjolp,2007,3,5,level_03_seed_005,3.3,292,33
seq-opt-bjolp,2007,2,27,level_02_seed_027,2.19,38,7
seq-opt-bjolp,2007,3,12,level_03_seed_012,5.07,245,17
seq-opt-bjolp,2007,3,27,level_03_seed_027,6.41,83,19
seq-opt-bjolp,2007,2,16,level_02_seed_016,2.21,38,7
seq-opt-bjolp,2007,4,9,level_04_seed_009,3.33,292,33
seq-opt-bjolp,2007,0,19,level_00_seed_019,2.2,38,7
seq-opt-bjolp,2007,1,23,level_01_seed_023,5.08,245,17
seq-opt-bjolp,2007,2,15,level_02_seed_015,6.52,83,19
seq-opt-bjolp,2007,3,28,level_03_seed_028,4.11,60,30
seq-opt-bjolp,2007,1,19,level_01_seed_019,6.4,83,19
seq-opt-bjolp,2007,2,4,level_02_seed_004,4.31,60,30
seq-opt-bjolp,2007,0,8,level_00_seed_008,2.22,38,7
seq-opt-bjolp,2007,3,8,level_03_seed_008,3.31,292,33
seq-opt-bjolp,2007,2,10,level_02_seed_010,3.33,292,33
seq-opt-bjolp,2007,3,7,level_03_seed_007,3.38,292,33
seq-opt-bjolp,2007,0,20,level_00_seed_020,2.21,38,7
seq-opt-bjolp,2007,2,11,level_02_seed_011,2.21,38,7
seq-opt-bjolp,2007,1,16,level_01_seed_016,2.23,38,7
seq-opt-bjolp,2007,4,20,level_04_seed_020,6.48,83,19
seq-opt-bjolp,2007,0,0,level_00_seed_000,2.23,38,7
seq-opt-bjolp,2007,4,19,level_04_seed_019,3.28,292,33
seq-opt-bjolp,2007,2,1,level_02_seed_001,3.35,292,33
seq-opt-bjolp,2007,3,22,level_03_seed_022,3.37,292,33
seq-opt-bjolp,2007,1,28,level_01_seed_028,2.22,38,7
seq-opt-bjolp,2007,3,23,level_03_seed_023,3.32,292,33
seq-opt-bjolp,2007,1,21,level_01_seed_021,2.17,38,7
seq-opt-bjolp,2007,3,20,level_03_seed_020,3.36,292,33
seq-opt-bjolp,2007,4,18,level_04_seed_018,6.37,83,19
seq-opt-bjolp,2007,4,6,level_04_seed_006,6.44,83,19
seq-opt-bjolp,2007,4,22,level_04_seed_022,4.11,60,30
seq-opt-bjolp,2007,0,2,level_00_seed_002,6.41,83,19
seq-opt-bjolp,2007,0,13,level_00_seed_013,6.34,83,19
seq-opt-bjolp,2007,2,14,level_02_seed_014,5.03,245,17
seq-opt-bjolp,2007,2,22,level_02_seed_022,2.23,38,7
seq-opt-bjolp,2007,2,20,level_02_seed_020,6.35,83,19
seq-opt-bjolp,2007,0,12,level_00_seed_012,2.22,38,7
seq-opt-bjolp,2007,0,27,level_00_seed_027,5.17,245,17
seq-opt-bjolp,2007,4,12,level_04_seed_012,7.13,103,35
seq-opt-bjolp,2007,2,28,level_02_seed_028,3.38,292,33
seq-opt-bjolp,2007,3,15,level_03_seed_015,7.16,103,35
seq-opt-bjolp,2007,1,13,level_01_seed_013,4.16,60,30
seq-opt-bjolp,2007,4,1,level_04_seed_001,3.36,292,33
seq-opt-bjolp,2007,4,29,level_04_seed_029,3.3,292,33
seq-opt-bjolp,2007,3,3,level_03_seed_003,3.34,292,33
seq-opt-bjolp,2007,4,24,level_04_seed_024,6.45,83,19
seq-opt-bjolp,2007,1,10,level_01_seed_010,4.1,60,30
seq-opt-bjolp,2007,0,3,level_00_seed_003,2.22,38,7
seq-opt-bjolp,2007,1,9,level_01_seed_009,4.15,60,30
seq-opt-bjolp,2007,2,25,level_02_seed_025,5.02,245,17
seq-opt-bjolp,2007,4,13,level_04_seed_013,4.18,60,30
seq-opt-bjolp,2007,1,25,level_01_seed_025,2.21,38,7
seq-opt-bjolp,2007,3,9,level_03_seed_009,7.23,103,35
seq-opt-bjolp,2007,0,22,level_00_seed_022,2.22,38,7
seq-opt-bjolp,2007,2,26,level_02_seed_026,6.44,83,19
seq-opt-bjolp,2007,0,7,level_00_seed_007,2.2,38,7
seq-opt-bjolp,2007,0,4,level_00_seed_004,5.06,245,17
seq-opt-bjolp,2007,0,26,level_00_seed_026,2.18,38,7
seq-opt-bjolp,2007,1,4,level_01_seed_004,5.09,245,17
seq-opt-bjolp,2007,1,14,level_01_seed_014,5.13,245,17
seq-opt-bjolp,2007,3,13,level_03_seed_013,5.08,245,17
seq-opt-bjolp,2007,4,7,level_04_seed_007,6.48,83,19
seq-opt-bjolp,2007,1,24,level_01_seed_024,4.14,60,30
seq-opt-bjolp,2007,1,5,level_01_seed_005,6.42,83,19
seq-opt-bjolp,2007,4,5,level_04_seed_005,3.3,292,33
