seq-opt-bjolp,2007,3,29,level_03_seed_029,4.2,60,30
seq-opt-bjolp,2007,3,2,level_03_seed_002,5.3,245,17
seq-opt-bjolp,2007,4,15,level_04_seed_015,7.3,103,35
seq-opt-bjolp,2007,0,5,level_00_seed_005,6.47,83,19
seq-opt-bjolp,2007,0,9,level_00_seed_009,5.17,245,17
seq-opt-bjolp,2007,3,21,level_03_seed_021,7.16,103,35
seq-opt-bjolp,2007,2,17,level_02_seed_017,3.39,292,33
seq-opt-bjolp,2007,2,19,level_02_seed_019,2.24,38,7
seq-opt-bjolp,2007,4,4,level_04_seed_004,6.0,171,44
seq-opt-bjolp,2007,0,28,level_00_seed_028,2.23,38,7
seq-opt-bjolp,2007,0,21,level_00_seed_021,6.49,83,19
seq-opt-bjolp,2007,0,11,level_00_seed_011,5.17,245,17
seq-opt-bjolp,2007,3,16,level_03_seed_016,7.28,103,35
seq-opt-bjolp,2007,2,24,level_02_seed_024,4.24,60,30
seq-opt-bjolp,2007,1,22,level_01_seed_022,6.49,83,19
seq-opt-bjolp,2007,3,4,level_03_seed_004,4.24,60,30
seq-opt-bjolp,2007,3,11,level_03_seed_011,6.57,83,19
seq-opt-bjolp,2007,0,29,level_00_seed_029,5.21,245,17
seq-opt-bjolp,2007,3,6,level_03_seed_006,4.16,60,30
seq-opt-bjolp,2007,1,3,level_01_seed_003,4.17,60,30
seq-opt-bjolp,2007,3,25,level_03_seed_025,7.28,103,35
seq-opt-bjolp,2007,2,29,level_02_seed_029,2.18,38,7
seq-opt-bjolp,2007,1,12,level_01_seed_012,6.64,83,19
seq-opt-bjolp,2007,2,5,level_02_seed_005,6.51,83,19
seq-opt-bjolp,2007,4,0,level_04_seed_000,3.34,292,33
seq-opt-bjolp,2007,2,23,level_02_seed_023,2.24,38,7
seq-opt-bjolp,2007,3,1,level_03_seed_001,6.5,83,19
seq-opt-bjolp,2007,4,23,level_04_seed_023,6.44,83,19
seq-opt-bjolp,2007,1,11,level_01_seed_011,6.49,83,19
seq-opt-bjolp,2007,4,10,level_04_seed_010,6.47,83,19
seq-opt-bjolp,2007,2,9,level_02_seed_009,6.47,83,19
seq-opt-bjolp,2007,1,26,level_01_seed_026,4.15,60,30
seq-opt-bjolp,2007,4,16,level_04_seed_016,6.0,171,44
seq-opt-bjolp,2007,1,27,level_01_seed_027,4.18,60,30
seq-opt-bjolp,2007,1,29,level_01_seed_029,6.49,83,19
seq-opt-bjolp,2007,1,20,level_01_seed_020,2.23,38,7
seq-opt-bjolp,2007,1,8,level_01_seed_008,5.2,245,17
seq-opt-bjolp,2007,0,15,level_00_seed_015,2.22,38,7
seq-opt-bjolp,2007,0,14,level_00_seed_014,6.45,83,19
seq-opt-bjolp,2007,1,17,level_01_seed_017,4.22,60,30
seq-opt-bjolp,2007,1,7,level_01_seed_007,5.27,245,17
seq-opt-bjolp,2007,0,25,level_00_seed_025,2.26,38,7
seq-opt-bjolp,2007,3,24,level_03_seed_024,3.41,292,33
seq-opt-bjolp,2007,0,24,level_00_seed_024,6.5,83,19
seq-opt-bjolp,2007,4,25,level_04_seed_025,6.54,83,19
seq-opt-bjolp,2007,0,1,level_00_seed_001,2.23,38,7
seq-opt-bjolp,2007,4,27,level_04_seed_027,4.23,60,30
seq-opt-bjolp,2007,2,13,level_02_seed_013,4.24,60,30
seq-opt-bjolp,2007,2,0,level_02_seed_000,3.47,292,33
seq-opt-bjolp,2007,1,6,level_01_seed_006,4.28,60,30
seq-opt-bjolp,2007,0,17,level_00_seed_017,6.42,83,19
seq-opt-bjolp,2007,3,17,level_03_seed_017,5.19,245,17
seq-opt-bjolp,2007,4,26,level_04_seed_026,3.29,292,33
seq-opt-bjolp,2007,0,18,level_00_seed_018,5.14,245,17
seq-opt-bjolp,2007,3,14,level_03_seed_014,7.31,103,35
seq-opt-bjolp,2007,4,28,level_04_seed_028,4.23,60,30
seq-opt-bjolp,2007,1,1,level_01_seed_001,4.2,60,30
seq-opt-bjolp,2007,2,21,level_02_seed_021,3.39,292,33
seq-opt-bjolp,2007,3,18,level_03_seed_018,7.31,103,35
seq-opt-bjolp,2007,0,6,level_00_seed_006,5.45,245,17
seq-opt-bjolp,2007,0,23,level_00_seed_023,5.09,245,17
seq-opt-bjolp,2007,2,7,level_02_seed_007,4.14,60,30
seq-opt-bjolp,2007,4,8,level_04_seed_008,3.4,292,33
seq-opt-bjolp,2007,0,16,level_00_seed_016,6.65,83,19
seq-opt-bjolp,2007,4,17,level_04_seed_017,4.23,60,30
seq-opt-bjolp,2007,1,0,level_01_seed_000,5.04,245,17
seq-opt-bjolp,2007,4,2,level_04_seed_002,3.38,292,33
seq-opt-bjolp,2007,2,3,level_02_seed_003,2.23,38,7
seq-opt-bjolp,2007,1,2,level_01_seed_002,5.14,245,17
seq-opt-bjolp,2007,1,18,level_01_seed_018,2.22,38,7
seq-opt-bjolp,2007,4,11,level_04_seed_011,6.53,83,19
seq-opt-bjolp,2007,3,26,level_03_seed_026,5.1,245,17
seq-opt-bjolp,2007,2,12,level_02_seed_012,4.27,60,30
seq-opt-bjolp,2007,2,18,level_02_seed_018,5.11,245,17
seq-opt-bjolp,2007,4,21,level_04_seed_021,6.29,83,19
seq-opt-bjolp,2007,3,10,level_03_seed_010,4.23,60,30
seq-opt-bjolp,2007,2,6,level_02_seed_006,4.18,60,30
seq-opt-bjolp,2007,1,15,level_01_seed_015,6.46,83,19
seq-opt-bjolp,2007,2,2,level_02_seed_002,6.51,83,19
seq-opt-bjolp,2007,3,19,level_03_seed_019,7.16,103,35
seq-opt-bjolp,2007,4,14,level_04_seed_014,3.26,292,33
