planner,generator,difficulty,instance,name,time_taken,expanded_states,plan_length
seq-opt-bjolp,ROCK,2,13,level_02_seed_013,1.01,17,15
seq-opt-bjolp,ROCK,2,0,level_02_seed_000,0.13,15,14
seq-opt-bjolp,ROCK,1,6,level_01_seed_006,0.51,15,9
seq-opt-bjolp,ROCK,0,17,level_00_seed_017,0.45,14,13
seq-opt-bjolp,ROCK,3,17,level_03_seed_017,8.87,62,39
seq-opt-bjolp,ROCK,4,26,level_04_seed_026,10.16,98,45
seq-opt-bjolp,ROCK,0,18,level_00_seed_018,0.13,15,14
seq-opt-bjolp,ROCK,3,14,level_03_seed_014,8.13,63,36
seq-opt-bjolp,ROCK,4,28,level_04_seed_028,5.42,120,42
seq-opt-bjolp,ROCK,1,1,level_01_seed_001,0.43,13,12
seq-opt-bjolp,ROCK,2,21,level_02_seed_021,0.14,15,14
seq-opt-bjolp,ROCK,3,18,level_03_seed_018,8.71,75,42
seq-opt-bjolp,ROCK,0,6,level_00_seed_006,0.57,11,10
seq-opt-bjolp,ROCK,0,23,level_00_seed_023,0.59,17,14
seq-opt-bjolp,ROCK,2,7,level_02_seed_007,1.14,22,13
seq-opt-bjolp,ROCK,4,8,level_04_seed_008,9.78,42,36
seq-opt-bjolp,ROCK,0,16,level_00_seed_016,0.13,15,14
seq-opt-bjolp,ROCK,4,17,level_04_seed_017,8.0,119,51
seq-opt-bjolp,ROCK,1,0,level_01_seed_000,0.99,50,15
seq-opt-bjolp,ROCK,4,2,level_04_seed_002,8.96,103,42
seq-opt-bjolp,ROCK,2,3,level_02_seed_003,0.14,15,14
seq-opt-bjolp,ROCK,1,2,level_01_seed_002,0.63,14,13
seq-opt-bjolp,ROCK,1,18,level_01_seed_018,0.47,30,17
seq-opt-bjolp,ROCK,4,11,level_04_seed_011,8.34,77,42
seq-opt-bjolp,ROCK,3,26,level_03_seed_026,8.88,91,43
seq-opt-bjolp,ROCK,2,12,level_02_seed_012,1.26,41,15
seq-opt-bjolp,ROCK,2,18,level_02_seed_018,0.13,15,14
seq-opt-bjolp,ROCK,4,21,level_04_seed_021,8.11,66,35
seq-opt-bjolp,ROCK,3,10,level_03_seed_010,8.1,108,46
seq-opt-bjolp,ROCK,2,6,level_02_seed_006,0.7,25,17
seq-opt-bjolp,ROCK,1,15,level_01_seed_015,0.43,11,10
seq-opt-bjolp,ROCK,2,2,level_02_seed_002,0.47,24,16
seq-opt-bjolp,ROCK,3,19,level_03_seed_019,8.03,75,40
seq-opt-bjolp,ROCK,4,14,level_04_seed_014,7.09,76,41
seq-opt-bjolp,YYTBB,0,10,level_00_seed_010,0.99,41,7
seq-opt-bjolp,YYTBB,3,0,level_03_seed_000,3.32,243,29
seq-opt-bjolp,YYTBB,4,3,level_04_seed_003,3.9,345,35
seq-opt-bjolp,YYTBB,2,8,level_02_seed_008,4.06,120,26
seq-opt-bjolp,YYTBB,3,5,level_03_seed_005,3.24,340,30
seq-opt-bjolp,YYTBB,2,27,level_02_seed_027,6.29,84,17
seq-opt-bjolp,YYTBB,3,12,level_03_seed_012,3.22,264,21
seq-opt-bjolp,YYTBB,3,27,level_03_seed_027,3.11,254,21
seq-opt-bjolp,YYTBB,2,16,level_02_seed_016,4.07,97,32
seq-opt-bjolp,YYTBB,4,9,level_04_seed_009,4.64,324,38
seq-opt-bjolp,YYTBB,0,19,level_00_seed_019,0.97,15,4
seq-opt-bjolp,YYTBB,1,23,level_01_seed_023,2.99,83,14
seq-opt-bjolp,YYTBB,2,15,level_02_seed_015,2.57,109,18
seq-opt-bjolp,YYTBB,3,28,level_03_seed_028,3.22,435,31
seq-opt-bjolp,YYTBB,1,19,level_01_seed_019,4.15,135,19
seq-opt-bjolp,YYTBB,2,4,level_02_seed_004,3.58,140,33
seq-opt-bjolp,YYTBB,0,8,level_00_seed_008,0.96,45,7
seq-opt-bjolp,YYTBB,3,8,level_03_seed_008,3.33,404,32
seq-opt-bjolp,YYTBB,2,10,level_02_seed_010,5.24,114,28
seq-opt-bjolp,YYTBB,3,7,level_03_seed_007,3.35,330,30
seq-opt-bjolp,YYTBB,0,20,level_00_seed_020,1.05,36,6
seq-opt-bjolp,YYTBB,2,11,level_02_seed_011,3.23,173,36
seq-opt-bjolp,YYTBB,1,16,level_01_seed_016,4.54,93,14
seq-opt-bjolp,YYTBB,4,20,level_04_seed_020,4.31,340,31
seq-opt-bjolp,YYTBB,0,0,level_00_seed_000,0.93,46,6
seq-opt-bjolp,YYTBB,4,19,level_04_seed_019,4.34,398,36
seq-opt-bjolp,YYTBB,2,1,level_02_seed_001,6.09,149,21
seq-opt-bjolp,YYTBB,3,22,level_03_seed_022,3.13,277,21
seq-opt-bjolp,YYTBB,1,28,level_01_seed_028,3.4,94,14
seq-opt-bjolp,YYTBB,3,23,level_03_seed_023,3.44,351,33
seq-opt-bjolp,YYTBB,1,21,level_01_seed_021,2.77,115,18
seq-opt-bjolp,YYTBB,3,20,level_03_seed_020,3.13,375,25
seq-opt-bjolp,YYTBB,4,18,level_04_seed_018,4.09,337,33
seq-opt-bjolp,YYTBB,4,6,level_04_seed_006,4.02,342,33
seq-opt-bjolp,YYTBB,4,22,level_04_seed_022,3.88,338,29
seq-opt-bjolp,YYTBB,0,2,level_00_seed_002,0.7,28,6
seq-opt-bjolp,YYTBB,0,13,level_00_seed_013,1.01,44,6
seq-opt-bjolp,YYTBB,2,14,level_02_seed_014,2.71,164,31
seq-opt-bjolp,YYTBB,2,22,level_02_seed_022,6.77,89,20
seq-opt-bjolp,YYTBB,2,20,level_02_seed_020,2.97,114,26
seq-opt-bjolp,YYTBB,0,12,level_00_seed_012,0.68,49,8
seq-opt-bjolp,YYTBB,0,27,level_00_seed_027,1.0,43,7
seq-opt-bjolp,YYTBB,4,12,level_04_seed_012,4.34,315,31
seq-opt-bjolp,YYTBB,2,28,level_02_seed_028,4.17,140,25
seq-opt-bjolp,YYTBB,3,15,level_03_seed_015,3.22,318,31
seq-opt-bjolp,YYTBB,1,13,level_01_seed_013,3.18,128,19
seq-opt-bjolp,YYTBB,4,1,level_04_seed_001,4.51,374,41
seq-opt-bjolp,YYTBB,4,29,level_04_seed_029,3.96,384,41
seq-opt-bjolp,YYTBB,3,3,level_03_seed_003,3.45,284,26
seq-opt-bjolp,YYTBB,4,24,level_04_seed_024,4.18,403,39
seq-opt-bjolp,YYTBB,1,10,level_01_seed_010,3.14,88,13
seq-opt-bjolp,YYTBB,0,3,level_00_seed_003,1.15,29,6
seq-opt-bjolp,YYTBB,1,9,level_01_seed_009,4.79,117,16
seq-opt-bjolp,YYTBB,2,25,level_02_seed_025,4.61,172,28
seq-opt-bjolp,YYTBB,4,13,level_04_seed_013,3.84,418,35
seq-opt-bjolp,YYTBB,1,25,level_01_seed_025,1.91,82,15
seq-opt-bjolp,YYTBB,3,9,level_03_seed_009,3.25,293,25
seq-opt-bjolp,YYTBB,0,22,level_00_seed_022,0.87,37,7
seq-opt-bjolp,YYTBB,2,26,level_02_seed_026,6.08,177,22
seq-opt-bjolp,YYTBB,0,7,level_00_seed_007,0.96,31,6
seq-opt-bjolp,YYTBB,0,4,level_00_seed_004,0.95,43,7
seq-opt-bjolp,YYTBB,0,26,level_00_seed_026,1.09,37,6
seq-opt-bjolp,YYTBB,1,4,level_01_seed_004,4.36,123,17
seq-opt-bjolp,YYTBB,1,14,level_01_seed_014,2.89,126,20
seq-opt-bjolp,YYTBB,3,13,level_03_seed_013,3.3,344,25
seq-opt-bjolp,YYTBB,4,7,level_04_seed_007,4.61,390,37
seq-opt-bjolp,YYTBB,1,24,level_01_seed_024,3.24,72,14
seq-opt-bjolp,YYTBB,1,5,level_01_seed_005,5.08,61,11
seq-opt-bjolp,YYTBB,4,5,level_04_seed_005,4.26,350,30
seq-opt-bjolp,YYTBB,3,29,level_03_seed_029,3.4,303,28
seq-opt-bjolp,YYTBB,3,2,level_03_seed_002,3.37,324,31
seq-opt-bjolp,YYTBB,4,15,level_04_seed_015,4.43,289,30
seq-opt-bjolp,YYTBB,0,5,level_00_seed_005,1.15,43,7
seq-opt-bjolp,YYTBB,0,9,level_00_seed_009,1.3,50,7
seq-opt-bjolp,YYTBB,3,21,level_03_seed_021,3.2,247,23
seq-opt-bjolp,YYTBB,2,17,level_02_seed_017,4.03,93,20
seq-opt-bjolp,YYTBB,2,19,level_02_seed_019,5.41,124,26
seq-opt-bjolp,YYTBB,4,4,level_04_seed_004,4.25,312,33
seq-opt-bjolp,YYTBB,0,28,level_00_seed_028,0.63,21,6
seq-opt-bjolp,YYTBB,0,21,level_00_seed_021,1.23,53,7
seq-opt-bjolp,YYTBB,0,11,level_00_seed_011,1.11,34,6
seq-opt-bjolp,YYTBB,3,16,level_03_seed_016,3.25,297,24
seq-opt-bjolp,YYTBB,2,24,level_02_seed_024,4.71,127,21
seq-opt-bjolp,YYTBB,1,22,level_01_seed_022,3.41,111,18
seq-opt-bjolp,YYTBB,3,4,level_03_seed_004,3.48,225,28
seq-opt-bjolp,YYTBB,3,11,level_03_seed_011,3.33,304,33
seq-opt-bjolp,YYTBB,0,29,level_00_seed_029,0.96,35,6
seq-opt-bjolp,YYTBB,3,6,level_03_seed_006,3.26,367,29
seq-opt-bjolp,YYTBB,1,3,level_01_seed_003,2.67,103,15
seq-opt-bjolp,YYTBB,3,25,level_03_seed_025,3.34,358,28
seq-opt-bjolp,YYTBB,2,29,level_02_seed_029,3.48,95,20
seq-opt-bjolp,YYTBB,1,12,level_01_seed_012,5.47,59,11
seq-opt-bjolp,YYTBB,2,5,level_02_seed_005,2.13,82,16
seq-opt-bjolp,YYTBB,4,0,level_04_seed_000,4.59,409,47
seq-opt-bjolp,YYTBB,2,23,level_02_seed_023,3.52,91,29
seq-opt-bjolp,YYTBB,3,1,level_03_seed_001,3.24,305,31
seq-opt-bjolp,YYTBB,4,23,level_04_seed_023,4.43,354,39
seq-opt-bjolp,YYTBB,1,11,level_01_seed_011,4.01,110,19
seq-opt-bjolp,YYTBB,4,10,level_04_seed_010,4.84,357,40
