planner,generator,difficulty,instance,name,time_taken,expanded_states,plan_length
seq-sat-fdss-2023,ROCK,3,23,level_03_seed_023,6.74,127,41
seq-sat-fdss-2023,ROCK,1,21,level_01_seed_021,0.69,19,13
seq-sat-fdss-2023,ROCK,3,20,level_03_seed_020,7.57,101,33
seq-sat-fdss-2023,ROCK,4,18,level_04_seed_018,7.75,93,46
seq-sat-fdss-2023,ROCK,4,6,level_04_seed_006,9.88,106,42
seq-sat-fdss-2023,ROCK,4,22,level_04_seed_022,9.17,119,47
seq-sat-fdss-2023,ROCK,0,2,level_00_seed_002,0.69,10,10
seq-sat-fdss-2023,ROCK,0,13,level_00_seed_013,0.25,14,14
seq-sat-fdss-2023,ROCK,2,14,level_02_seed_014,0.58,13,13
seq-sat-fdss-2023,ROCK,2,22,level_02_seed_022,0.83,29,17
seq-sat-fdss-2023,ROCK,2,20,level_02_seed_020,1.03,46,14
seq-sat-fdss-2023,ROCK,0,12,level_00_seed_012,0.58,13,13
seq-sat-fdss-2023,ROCK,0,27,level_00_seed_027,0.55,10,10
seq-sat-fdss-2023,ROCK,4,12,level_04_seed_012,5.43,119,42
seq-sat-fdss-2023,ROCK,2,28,level_02_seed_028,1.19,19,14
seq-sat-fdss-2023,ROCK,3,15,level_03_seed_015,7.1,40,25
seq-sat-fdss-2023,ROCK,1,13,level_01_seed_013,0.44,9,9
seq-sat-fdss-2023,ROCK,4,1,level_04_seed_001,10.13,59,36
seq-sat-fdss-2023,ROCK,4,29,level_04_seed_029,8.91,120,33
seq-sat-fdss-2023,ROCK,3,3,level_03_seed_003,8.88,43,36
seq-sat-fdss-2023,ROCK,4,24,level_04_seed_024,8.5,116,39
seq-sat-fdss-2023,ROCK,1,10,level_01_seed_010,0.62,28,16
seq-sat-fdss-2023,ROCK,0,3,level_00_seed_003,0.27,14,14
seq-sat-fdss-2023,ROCK,1,9,level_01_seed_009,0.86,15,13
seq-sat-fdss-2023,ROCK,2,25,level_02_seed_025,0.83,47,14
seq-sat-fdss-2023,ROCK,4,13,level_04_seed_013,8.5,216,46
seq-sat-fdss-2023,ROCK,1,25,level_01_seed_025,1.07,44,11
seq-sat-fdss-2023,ROCK,3,9,level_03_seed_009,5.55,189,34
seq-sat-fdss-2023,ROCK,0,22,level_00_seed_022,0.58,13,13
seq-sat-fdss-2023,ROCK,2,26,level_02_seed_026,0.97,35,18
